name,year_established,year_active,systems_res,systems_com,states_active,headquarters_street,headquarters_city,headquarters_state,headquarters_zip,headquarters_country,headquarters_link,office_latlongs,lat,lng
"Spectrum Energy Development, Inc.",2002,2002,10,100,CA,5050+Laguna+Blvd,Elk+Grove,CA,95758,United States,https://www.google.com/maps/?q=5050%20Laguna%20Blvd.%2C%20Ste%20112-324%20Elk%20Grove%20CA%2095758,"33.4983,-117.0958|37.863,-122.2749",38.4221008,-121.4461982
"REP Energy, Inc.",2002,2002,850,180,CA,130+Garden+Ave,San+Rafael,CA,94903,United States,https://www.google.com/maps/?q=130%20Garden%20Ave%20San%20Rafael%20CA%2094903,,37.9973607,-122.522317
Solare Energy (CSE),1989,2007,1500,50,CA,9520+Padgett+St,San+Diego,CA,92126,United States,https://www.google.com/maps/?q=9520%20Padgett%20St.%2C%20Suite%20107%20San%20Diego%20CA%2092126,,32.8958022,-117.1274864
Brothers Solar,2012,2012,3840,150,CA,1201+N+Pacific+Avenue+Suite+112,Glendale,CA,91202,United States,https://www.google.com/maps/?q=1201%20N.%20Pacific%20Avenue%20Suite%20112%20Glendale%20CA%2091202,,34.1634257,-118.2653845
"Arkansas Energy Ventures, LLC",2017,2017,32,1,AR,400+WEST+CAPITOL+AVENUE,little+rock,AR,72201,United States,https://www.google.com/maps/?q=400%20WEST%20CAPITOL%20AVENUE%2C%201749%20little%20rock%20AR%2072201,,34.7454105,-92.2749654
SunWatt Solar,2014,2014,1000,50,MA|RI,1005+Main+St+Suite+2129,Pawtucket,RI,2860,United States,https://www.google.com/maps/?q=1005%20Main%20St.%20Suite%20%232129%20Pawtucket%20RI%2002860,"41.8729,-71.3907",41.8632617,-71.399472
RisingSun Solar,2015,2012,100,15,KS|MO,2949+McGee+Trafficway+Ste+1,Kansas+City,MISSOURI (MO),64108,United States,https://www.google.com/maps/?q=2949%20McGee%20Trafficway%20Ste%23%201%20Kansas%20City%20Missouri%20%28MO%29%2064108,,39.073133,-94.5781408
Blue Raven Solar,2014,2014,4340,,CO|FL|ID|IL|NV|NC|OR|SC|UT|WA,1403+North+Research+Way,Orem,UT,84097,United States,https://www.google.com/maps/?q=1403%20North%20Research%20Way%20Orem%20Utah%2084097,"36.1149,-115.2161|39.7835,-104.9669|43.4934,-112.0578|42.9357,-112.4679|43.81,-111.789|43.634,-116.3419|45.4918,-122.7267|41.9394,-88.1212|39.5805,-104.9011|32.893,-80.0458|41.8097,-87.6533|35.8949,-78.7051",40.3225091,-111.6810636
Sun Dollar Solar,2003,2010,1200,15,CA,1440+Beaumont+Ave+A2345,"Beaumont,",CA,92223,United States,https://www.google.com/maps/?q=1440%20Beaumont%20Ave%20%23A2-345%20Beaumont%2C%20CA%2092223,,33.9481883,-116.9758601
Simply Solar of Maryland,2009,2009,1000,20,MD|PA,2107+Emmorton+Park+Road+Suite+113,Edgewood,MD,21040,United States,https://www.google.com/maps/?q=2107%20Emmorton%20Park%20Road%20Suite%20113%20Edgewood%20MD%2021040,,39.4526363,-76.3122569
Solar Generation,2005,2005,,,NY,747+Route+28,Kingston,NY,12401,United States,https://www.google.com/maps/?q=747%20Route%2028%2C%20Suite%20%234%20Kingston%20NY%2012401,,41.9727206,-74.080197
Empire Solar Solutions,2015,2015,100,5,CT|NJ|NY,28+Johnes+Street,Newburgh,NY,12550,United States,https://www.google.com/maps/?q=2-8%20Johnes%20Street%20Newburgh%20NY%2012550,,41.4945848,-74.0102786
Sunshine Plus Solar,1982,1982,350,25,CT|NJ|NY,399+Little+E+Neck+Road,West+Babylon,NY,11704,United States,https://www.google.com/maps/?q=399%20Little%20E.%20Neck%20Road%20West%20Babylon%20NY%2011704,,40.7038166,-73.3434178
Advanced Solar & Energy Solutions,2008,2008,1000,40,NJ,1017+new+Brunswick+ave,Rahway,NJ,7065,United States,https://www.google.com/maps/?q=1017%20new%20Brunswick%20ave%20Rahway%20NJ%2007065,"40.1481,-74.2137",40.6012615,-74.2788534
Sovereign Solar,2016,2016,50,5,KS|MO,4741+Central+Street,Kansas+City,MO,64112,United States,https://www.google.com/maps/?q=4741%20Central%20Street%2C%20Suite%20543%20Kansas%20City%20MO%2064112,,39.0411405,-94.58961
REPOWER by Solar Universe - Hartford,2008,2008,,,CT,37+W+Center+Street,Southington,CT,6489,United States,https://www.google.com/maps/?q=37%20W%20Center%20Street%2C%20Suite%20106%20Southington%20CT%2006489,,41.6012526,-72.882076
Bay State and Rhode Island Solar Solutions,2011,2011,1500,25,MA|RI,2780+GAR+Highway,Swansea,MA,2777,US,https://www.google.com/maps/?q=2780%20GAR%20Highway%20Swansea%20MA%2002777,,41.7744942,-71.2788642
Autonomous Energies LLC,,2008,,,NY,90+Cornell+St++1245,Kingston,NY,12402,US,https://www.google.com/maps/?q=90%20Cornell%20St%20%23%201245%20Kingston%20NY%2012402,,41.931628,-74.0007596
Kuykendall Solar,2000,2002,1500,200,CA,2840+Yosemite+Springs+Parkway,Coarsegold,CA,93614,US,https://www.google.com/maps/?q=2840%20Yosemite%20Springs%20Parkway%2C%20Suite%20E%20Coarsegold%20CA%2093614,,37.1766202,-119.7622482
PlugPV,2017,2009,1500,75,MA|NY,875+Broadway,Albany,NY,12207,United States,https://www.google.com/maps/?q=875%20Broadway%20Albany%20NY%2012207,,42.6473721,-73.7391381
Next Solar Inc,2015,2015,200,,CA|FL|NC|SC,11+Airport+Blvd,South+San+Francisco,CA,94080,United States,https://www.google.com/maps/?q=11%20Airport%20Blvd%2C%20Suite%20104%20South%20San%20Francisco%20CA%2094080,"37.954,-122.0737",37.635229,-122.3988154
Upsolar,2006,2006,5000000,250000000,AL|AK|AZ|AR|CA|CO|CT|DE|DC|FL|GA|HI|ID|IL|IN|IA|KS|KY|LA|ME|MD|MA|MI|MN|MS|MO|MT|NE|NV|NH|NJ|NM|NY|NC|ND|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VT|VA|WA|WV|WI|WY,600+Montgomery++45th+floor,San+Francisco,CA,94111,US,https://www.google.com/maps/?q=600%20Montgomery%20-%2045th%20floor%20San%20Francisco%20CA%2094111,,37.7950185,-122.4027468
American Solar Partners ,2010,2010,1000,100,DC|MA|NY,115+South+Macquesten+Pkwy,Mount+Vernon,NY,10550,United States,https://www.google.com/maps/?q=115%20South%20Macquesten%20Pkwy%20Mount%20Vernon%20NY%2010550,,40.910201,-73.8506509
BVI Solar,2017,2011,500,4,CA,4747+Executive+Dr+Ste+210,San+Diego,CA,92121,United States,https://www.google.com/maps/?q=4747%20Executive%20Dr.%20Ste%20210%20San%20Diego%20CA%2092121,,32.875097,-117.2041308
Solarm Inc.,2017,2017,515,11,CA,21550+oxnard+ave+3+floor,woodland+hills,CA,91367,United States,https://www.google.com/maps/?q=21550%20oxnard%20ave%203%20floor%20woodland%20hills%20CA%2091367,"34.2001,-118.4456",34.1788463,-118.599825
Northwest Electric & Solar,2011,,,,WA,4044+23rd+Ave+W,Seattle,WA,98119,US,https://www.google.com/maps/?q=4044%2023rd%20Ave%20W%20Seattle%20WA%2098119,,47.6572148,-122.385458
SunPower Corporation,1985,,,,AZ|AR|CA|CO|CT|DE|DC|FL|GA|HI|ID|IL|KS|LA|ME|MD|MA|MI|MN|MS|MT|NE|NV|NH|NJ|NM|NY|NC|OH|OK|OR|PA|RI|SC|TN|TX|UT|VT|VA|WA|WI|WY,77+Rio+Robles,San+Jose,CA,95134,United States,https://www.google.com/maps/?q=77%20Rio%20Robles%20San%20Jose%20CA%2095134,,37.4049997,-121.9468666
FreeVolt USA,2005,2005,200,6,CA|TX,42005+Cook+Street,Palm+Desert,CA,92211,United States,https://www.google.com/maps/?q=42005%20Cook%20Street%2C%20Suite%20310%20Palm%20Desert%20CA%2092211,,33.7429279,-116.3569063
Energy Concepts,1992,1992,4000,,CA,10+W+Bullard+Ave,Clovis,CA,93612,US,https://www.google.com/maps/?q=10%20W%20Bullard%20Ave%20Clovis%20CA%2093612,,36.8227743,-119.7093374
Solar Watt Solutions Inc,2009,2009,650,25,CA,1372+Cynthia+Lane,Carlsbad,CA,92008,United States,https://www.google.com/maps/?q=1372%20Cynthia%20Lane%20Carlsbad%20CA%2092008,,33.1681382,-117.3411958
SunVena Solar,2018,2018,768,6,FL,1629+Prime+Ct+suite+700,Orlando,FL,32809,US,https://www.google.com/maps/?q=1629%20Prime%20Ct%20suite%20700%20Orlando%20FL%2032809,,28.4496382,-81.3591048
3D Solar LLC,2012,2012,2200,10,FL,11548+Pyramid+Dr,Odessa,FL,33556,United States,https://www.google.com/maps/?q=11548%20Pyramid%20Dr%20Odessa%20FL%2033556,,28.1952175,-82.6236107
"Element Power Systems, Inc.",2010,2002,2580,56,CA,700+Harvest+Park+Drive,Brentwood,CA,94513,United States,https://www.google.com/maps/?q=700%20Harvest%20Park%20Drive%2C%20Unit%20E%20Brentwood%20CA%2094513,"37.9324,-121.6894",37.9240975,-121.6836483
"KT Solar Systems, Inc.",2014,2014,800,50,TX,24750+Clay+Rd,Katy,TX,77493,United States,https://www.google.com/maps/?q=24750%20Clay%20Rd.%20Katy%20TX%2077493,,29.8320094,-95.8031877
Solergy,2015,2015,347,5,TX,701+S+15th+Street,McAllen,TX,78501,United States,https://www.google.com/maps/?q=701%20S.%2015th%20Street%20McAllen%20TX%2078501,"29.4237,-98.4925",26.19761,-98.2362307
"Solarponics, Inc.",1975,1975,5000,100,CA,4700+El+Camino+Real,Atascadero,CA,93422,US,https://www.google.com/maps/?q=4700%20El%20Camino%20Real%20Atascadero%20CA%2093422,"35.4754,-120.6638",35.496178,-120.6808972
YSG Solar,2010,2010,1000,,CA|CT|MA|NJ|NY,79+Madison+Ave,New+York,NY,10016,United States,https://www.google.com/maps/?q=79%20Madison%20Ave%20New%20York%20NY%2010016,"40.7557,-73.5723|37.7725,-122.4147",40.7440943,-73.9853103
Monolith Solar Associates LLC,2008,2008,471,504,NY,16+Corporate+Woods+Blvd,Albany,NY,12211,US,https://www.google.com/maps/?q=16%20Corporate%20Woods%20Blvd.%2C%20Suite%201%20Albany%20NY%2012211,,42.6828424,-73.7644394
Red Hook Solar Corp,2016,2005,200,100,NY,160+Nevis+Road,Tivoli,NY,12583,US,https://www.google.com/maps/?q=160%20Nevis%20Road%20Tivoli%20New%20York%2012583,,42.069616,-73.855122
Imperium Energy Inc.,2014,2014,105,,CA,22801+Ventura+Blvd,Woodland+Hills,CA,91364,United States,https://www.google.com/maps/?q=22801%20Ventura%20Blvd.%2C%20%23101%20Woodland%20Hills%20CA%2091364,,34.1662386,-118.6235907
"Urban Solar Group, Inc.",2001,2001,1540,120,FL,990+S+Rogers+Circle,Boca+Raton,FL,33487,United States,https://www.google.com/maps/?q=990%20S%20Rogers%20Circle%2C%20Suite%204%20Boca%20Raton%20FL%2033487,,26.4027617,-80.1060299
Distributed Power,2010,2013,50,20,MI,116+Candler,Highland+Park,MI,48203,United States,https://www.google.com/maps/?q=116%20Candler%20Highland%20Park%20Michigan%2048203,"42.4586,-83.1363",42.4152806,-83.0986433
West Coast Green Electric,,2005,1287,18,CA,5433+Broderick+Ct,Hemet,CA,92544,US,https://www.google.com/maps/?q=5433%20Broderick%20Ct%20Hemet%20CA%2092544,,33.7521817,-116.9133025
Xtreme Solar,2014,2014,400,50,NV|NC|SC,720+Old+Clemson+Rd+Suite+M,Columbia,SC,29229,US,https://www.google.com/maps/?q=720%20Old%20Clemson%20Rd%20Suite%20M%20Columbia%20SC%2029229,,34.121569,-80.860897
Solenergi,2015,2015,,,DC|MD|VA,3022+Javier+Rd,Fairfax,VA,22031,United States,https://www.google.com/maps/?q=3022%20Javier%20Rd%20Fairfax%20VA%2022031,,38.8676853,-77.2352614
Elite Energy Consultant,2011,2011,146000,,CT|MA|RI,57+Dodge+Ave,North+Haven,CT,6473,US,https://www.google.com/maps/?q=57%20Dodge%20Ave%20North%20Haven%20CT%2006473,,41.4217185,-72.844587
Escape 2 Renewables Inc. (E2R) - Byrd Electric - SPI Go Green,2015,2008,84,11,TX,25098+FM+831,Oakwood,TX,75855,US,https://www.google.com/maps/?q=25098%20FM%20831%20Oakwood%20TX%2075855,"31.6023,-95.9022|33.8581,-98.5755|27.7762,-97.4271|33.1062,-97.16",31.5221553,-95.8374382
"Valley Solar, Inc",2005,2005,1000,15,CA,9265+Beatty+Drive,Sacramento,CA,95826,United States,https://www.google.com/maps/?q=9265%20Beatty%20Drive%20Sacramento%20CA%2095826,"38.685,-121.068",38.539418,-121.3551906
Sunrun,2007,2007,100000,,AZ|CA|CO|CT|DE|HI|MD|MA|NH|NJ|NY|OR|PA|SC,595+Market+Street,San+Francisco,CA,94105,United States,https://www.google.com/maps/?q=595%20Market%20Street%2C%2029th%20Floor%20San%20Francisco%20CA%2094105,,37.7892151,-122.4007997
SunPower by esaSolar,2010,2010,450,25,FL,108+Commerce+Street,Lake+Mary,FL,32746,United States,https://www.google.com/maps/?q=108%20Commerce%20Street%2C%20Suite%20105%20Lake%20Mary%20Florida%2032746,,28.7404509,-81.3636156
KPS Solar | Horizons Electric,1998,2001,500,5,NY,1527+East+Forks+Rd,Bay+Shore,NY,11706,United States,https://www.google.com/maps/?q=1527%20East%20Forks%20Rd%20Bay%20Shore%20New%20York%2011706,,40.7518129,-73.2507578
Skywire Solar,2009,2012,50,2,MO,4173+N+20th+Street+Ste+A,Ozark,MO,65721,United States,https://www.google.com/maps/?q=4173%20N.%2020th%20Street%20Ste%20A.%20Ozark%20MO%2065721,,37.0581496,-93.2290788
Phoenix Green Team,2008,2008,1650,,AZ,2+N+Central+Ave,Phoenix,AZ,85004,US,https://www.google.com/maps/?q=2%20N%20Central%20Ave%20Phoenix%20AZ%2085004,,33.4485466,-112.0741563
Simpleray Solar,2008,2008,120,140,IL|IA|MI|MO|NJ|OH|PA|VA|WI,2601+W+Briggs+Ave,Fairfield,IA,52556,United States,https://www.google.com/maps/?q=2601%20W%20Briggs%20Ave%20Fairfield%20IA%2052556,,41.0089577,-91.9928051
Quasar Solar,2018,2016,10,,NM|TX,1301+Broadway,Clovis,NM,88101,United States,https://www.google.com/maps/?q=1301%20Broadway%20Clovis%20NM%2088101,,34.452311,-103.187115
SunPower by ProVoltz,2010,2010,1200,,CA,520+E+McGlincy+Ln+Ste+16,Campbell,CA,95008,United States,https://www.google.com/maps/?q=520%20E%20McGlincy%20Ln%20Ste%2016%20Campbell%20CA%2095008,,37.2771812,-121.9406449
"Sugar Hollow Solar, Inc.",2010,2011,75,6,NC|SC,6+Sugar+Hollow+Lane,Fairview,NC,28730,US,https://www.google.com/maps/?q=6%20Sugar%20Hollow%20Lane%20Fairview%20NC%2028730,,35.502518,-82.357904
Citadel Roofing & Solar,1992,2000,12513,87,CA,4980+Allison+Parkway,Vacaville,CA,95688,US,https://www.google.com/maps/?q=4980%20Allison%20Parkway%20Vacaville%20CA%2095688,"38.7609,-121.2867|34.3985,-118.5535",38.3911562,-121.9665646
GotSun-GoSolar,,2009,340,40,MA|RI,309+Taunton+Avenue,Seekonk,MA,2771,US,https://www.google.com/maps/?q=309%20Taunton%20Avenue%20Seekonk%20MA%2002771,,41.8253725,-71.3335635
Xenial Energy LLC,2018,2009,4011,58,MA,168+Concord+St,Rockland,MA,2370,US,https://www.google.com/maps/?q=168%20Concord%20St%20Rockland%20MA%2002370,,42.1179453,-70.9034905
Aviara Solar Contractors,2007,2013,250,10,CA,1939+Friendship+Drive,El+Cajon,CA,92037,United States,https://www.google.com/maps/?q=1939%20Friendship%20Drive%2C%20Suite%20F%20El%20Cajon%20CA%2092037,,32.8244019,-116.9775092
NW Wind & Solar,1974,2009,550,110,WA,828+Poplar+Place+S,Seattle,WA,98144,US,https://www.google.com/maps/?q=828%20Poplar%20Place%20S.%20Seattle%20WA%2098144,,47.5946703,-122.3116405
BecauseSolar,2010,2010,150,25,CO,1695+Eldorado+Cir,Superior,CO,80027,United States,https://www.google.com/maps/?q=1695%20Eldorado%20Cir%20Superior%20CO%2080027,,39.9382653,-105.1609314
"Century Solar Systems, Inc",2016,2015,60,5,GA,5825+Steeplechase+Blvd,Cumming,GA,30040,United States,https://www.google.com/maps/?q=5825%20Steeplechase%20Blvd%20Cumming%20Georgia%2030040,,34.1682447,-84.1838165
"Fire Mountain Solar, LLC",2001,2000,500,15,WA,18388+Periwinkle+Lane,Mount+Vernon,WA,98274,US,https://www.google.com/maps/?q=18388%20Periwinkle%20Lane%20Mount%20Vernon%20WA%2098274,,48.3768932,-122.186647
Great Basin Solar,2018,2018,30,2,NV,50+Butte+Place,Reno,NV,89503,United States,https://www.google.com/maps/?q=50%20Butte%20Place%20Reno%20NV%2089503,,39.5361303,-119.8324999
CB SOLAR INC,2013,2013,180,320,IL|IA|MO|NE|SD,5425+Lower+Beaver+Rd,Des+Moines,IA,50310,United States,https://www.google.com/maps/?q=5425%20Lower%20Beaver%20Rd%20Des%20Moines%20IA%2050310,,41.6467583,-93.6715537
Golden Gate Power,2011,2011,450,145,CA,142+S+VAN+NESS,SAN+FRANCISCO,CA,94103,US,https://www.google.com/maps/?q=142%20S%20VAN%20NESS%20SAN%20FRANCISCO%20CA%2094103,,37.7714675,-122.418538
ZOI Solar,2016,2016,100,2,TX,701+Brazos+Street,Austin,TX,78701,United States,https://www.google.com/maps/?q=701%20Brazos%20Street%20Austin%20Tx%2078701,,30.2688755,-97.7405641
A-1 Electric,1986,2000,400,20,CA,8401+West+Doe+Ave,Visalia,CA,93291,USA,https://www.google.com/maps/?q=8401%20West%20Doe%20Ave%20Visalia%20CA%2093291,,36.3457493,-119.3839644
Midnight Sun Solar,2019,2012,100,25,AK,1704+Stratford+Court,Anchorage,AK,99508,United States,https://www.google.com/maps/?q=1704%20Stratford%20Court%20Anchorage%20Alaska%2099508,,61.1857359,-149.8485517
SolarIcon.com  (Solar Icon),2011,2012,1284,96,AZ|NV|NM|UT,15201+Presilla+Drive,San+Diego,CA,91935,United States,https://www.google.com/maps/?q=15201%20Presilla%20Drive%20San%20Diego%20CA%2091935,"38.7703,-121.3372",32.7117355,-116.8477326
Hytech Solar,2016,2016,500,,NY,6+Washington+Avenue,Bay+Shore,NY,11706,United States,https://www.google.com/maps/?q=6%20Washington%20Avenue%20Bay%20Shore%20NY%2011706,,40.7697996,-73.2900659
Everlight Solar,2018,2018,57,6,ID|UT|WI,615+Sunset+Cir,Richmond,UT,84333,United States,https://www.google.com/maps/?q=615%20Sunset%20Cir%20Richmond%20UT%2084333,"43.0321,-89.4993|43.5518,-111.8919",41.9351276,-111.8035032
Kosmos Solar,2016,2016,145,,OK|TX,1223+Corporate+Dr+E,Arlington,TX,76006,United States,https://www.google.com/maps/?q=1223%20Corporate%20Dr%20E%2C%20Ste%20F%20Arlington%20Texas%2076006,"29.451,-98.6169",32.7688288,-97.0663723
Smart Roofs Solar,2013,2013,100,100,CT|MA|NJ|NY,224+South+Main+Street,Newtown,CT,6470,United States,https://www.google.com/maps/?q=224%20South%20Main%20Street%20Newtown%20Connecticut%2006470,"41.3312,-73.2243",41.3757263,-73.2736203
Lone Wolf Battery and solar,2016,2016,490,7,FL,8351+Epicenter+BLVD,Lakeland,FL,33809,United States,https://www.google.com/maps/?q=8351%20Epicenter%20BLVD%20Lakeland%20FL%2033809,,28.1524899,-81.88096
"Progressive Energy Solutions, Inc.",2004,2008,5000,15,CA,12189+7th+St,Yucaipa,CA,92399,United States,https://www.google.com/maps/?q=12189%207th%20St.%20Yucaipa%20California%2092399,,34.0324032,-117.0637707
"Action Solar & Electric, LLC",2015,2007,85,2,NC,204+Deer+Ridge+Dr,Chapel+Hill,NC,27516,United States,https://www.google.com/maps/?q=204%20Deer%20Ridge%20Dr.%20Chapel%20Hill%20NC%2027516,,35.9553865,-79.1109033
Texoma Energy Solutions,2008,2008,1450,200,TX,62,Blue+RIdge,TX,75424,United States,https://www.google.com/maps/?q=Po%20BOX%2062%20Blue%20RIdge%20TX%2075424,,33.2978909,-96.4016498
Impact Exteriors DBA Summer Solar,2018,2018,100,20,AZ|AR|CO|FL|LA|MO|TX,503+N+Murphy+Drive,Republic,MO,65738,United States,https://www.google.com/maps/?q=503%20N%20Murphy%20Drive%20Republic%20MO%2065738,,37.1236114,-93.443268
SunPower by Venture Solar,2010,,,,NY,240+Kent+Ave,Brooklyn,NY,11249,United States,https://www.google.com/maps/?q=240%20Kent%20Ave%20Brooklyn%20NY%2011249,,40.7168726,-73.9657912
Loom Solar Private Limited,2018,2018,100,75,AL|IN|KS|MO,949,Faridabad,HARYANA,12100,IND,https://www.google.com/maps/?q=B-949%2C%20Green%20Fields%20Colony%20Faridabad%20Haryana%20121003,"None,None",28.4025335,77.2983204
Altenergy,2004,2004,1000,200,DC|ID|MD|MO|VA,1132+E+MARKET+ST+STE+5+BAY+5,CHARLOTTESVILLE,VA,22902,United States,https://www.google.com/maps/?q=1132%20E%20MARKET%20ST%20STE%205%20BAY%205%20CHARLOTTESVILLE%20VA%2022902-5383,,38.0266338,-78.4704435
Hudson Solar,2003,2003,1300,200,NY,13+Hook+Rd,Rhinebeck,NY,12572,US,https://www.google.com/maps/?q=13%20Hook%20Rd%20Rhinebeck%20NY%2012572,"42.7198,-73.8207|41.9272,-73.8888",41.9634661,-73.9009387
Northern Pacific Power Systems,2007,2007,500,,CA,5600+Skylane+Blvd+Ste+104,Santa+Rosa,CA,95403,United States,https://www.google.com/maps/?q=5600%20Skylane%20Blvd%20Ste.%20104%20Santa%20Rosa%20CA%2095403,"38.4822,-122.7473",38.5181297,-122.7979584
Simply Solar,,2000,,,CA,1740+Corporate+Cir,Petaluma,CA,94954,United States,https://www.google.com/maps/?q=1740%20Corporate%20Cir%20Petaluma%20CA%2094954,,38.229701,-122.598781
GR8 Energy,2006,2004,1500,5,CA,1611+A+South+Melrose+Dr+181,Vista,CA,92081,US,https://www.google.com/maps/?q=1611%20A%20South%20Melrose%20Dr.%20%23181%20Vista%20CA%2092081,,33.1661376,-117.2483533
"South Central Solar, Inc. (dba EnergyONE Solar)",2013,,1500,1500,AL|AK|AZ|AR|CA|CO|CT|DE|DC|FL|GA|HI|ID|IL|IN|IA|KS|KY|LA|ME|MD|MA|MI|MN|MS|MO|MT|NE|NV|NH|NJ|NM|NY|NC|ND|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VT|VA|WA|WV|WI|WY,7500+College+Boulevard,Overland+Park,KS,66210,US,https://www.google.com/maps/?q=7500%20College%20Boulevard%2C%20Suite%20500%20Overland%20Park%20KS%2066210,,38.9291313,-94.6731725
Sopris Solar,2013,2013,300,13,CO|WY,1266+South+Jason+Street,DENVER,CO,80223,United States,https://www.google.com/maps/?q=1266%20South%20Jason%20Street%20DENVER%20CO%2080223,,39.6936502,-104.9989387
Circle L Solar,2004,2004,,,TX,221+W+Exchange+Ave,Fort+Worth,TX,76164,United States,https://www.google.com/maps/?q=221%20W.%20Exchange%20Ave.%2C%20Ste.%20307%20Fort%20Worth%20TX%2076164,,32.7886996,-97.3513604
"A1A Solar Contracting, Inc",2010,2010,800,15,FL,10418+New+Berlin+Rd+223,Jacksonville,FL,32226,US,https://www.google.com/maps/?q=10418%20New%20Berlin%20Rd%20%23223%20Jacksonville%20FL%2032226,,30.4221513,-81.5661842
Today's Energy Store / TES Electric,2008,2008,650,3,NV,137+N+Gibson+Rd,Henderson,NV,89014,United States,https://www.google.com/maps/?q=137%20N.%20Gibson%20Rd%20Henderson%20NV%2089014,,36.037112,-115.029928
NEC Solar,2008,2014,2000,,MA|RI,200+High+Point+Ave,Portsmouth,RI,2781,United States,https://www.google.com/maps/?q=200%20High%20Point%20Ave%2C%20B12%20Portsmouth%20RHODE%20ISLAND%2002781,,41.5965268,-71.2597588
Alba Energy,2013,2013,488,42,TX,440+E+St+Elmo+Rd,Austin,TX,78745,United States,https://www.google.com/maps/?q=440%20E%20St%20Elmo%20Rd%2C%20Suite%20B%20Austin%20TX%2078745,"29.5395,-98.4194|26.2556,-98.2303|32.7904,-96.8044|29.8323,-95.736",30.2164569,-97.7618319
CREW,2015,2005,3500,,AR|CA|CO|CT|DE|FL|MD|MA|NJ|NM|NY|RI|TX|VA,1022+East+15th+Street,Plano,TX,75074,United States,https://www.google.com/maps/?q=1022%20East%2015th%20Street%20Plano%20TX%2075074,,33.0194371,-96.6996651
Beacon Solar,2010,2010,2000,50,MA|RI,231+Weaver+Street,Fall+River,MA,2720,United States,https://www.google.com/maps/?q=231%20Weaver%20Street%20Fall%20River%20MA%2002720,,41.7272634,-71.1414277
Dovetail Solar and Wind,1995,1995,300,85,IL|IN|KY|MI|NY|OH|PA|WV,16675+Canaanville+Hills+Road,Athens,OH,45701,US,https://www.google.com/maps/?q=16675%20Canaanville%20Hills%20Road%20Athens%20OH%2045701,,39.3134757,-81.9825393
Green Energy Stars,2014,2014,33,18,CA,551+N+Tully+Rd,Turlock,CA,95380,United States,https://www.google.com/maps/?q=551%20N%20Tully%20Rd%20Turlock%20CA%2095380,,37.4975016,-120.8720304
Enable Energy,2013,2013,289,50,CA|HI,2543+Warren+Drive,Rocklin,CA,95677,United States,https://www.google.com/maps/?q=2543%20Warren%20Drive%20Rocklin%20CA%2095677,,38.7987209,-121.2168913
